url,label,source
https://nptel.ac.in/services,safe,synthetic_known_good
https://www.nptel.ac.in/en/public,safe,synthetic_known_good
https://www.swayam.gov.in/,safe,synthetic_known_good
https://update-gpay-kyc.buzz/secure/account,phishing,synthetic_pattern
https://www.onlinesbi.sbi/search?q=cyber+safety,safe,synthetic_known_good
https://www.python.org/downloads/portal/forms/en,safe,synthetic_known_good
https://verify-flipkart.icu/otp-verify,phishing,synthetic_pattern
http://www.epfindia.gov.in/,safe,synthetic_known_good
https://verify-gpay.buzz/secure/account,phishing,synthetic_pattern
http://125.116.242.208/secure/account,phishing,synthetic_ip_host
https://uidai.gov.in/help/contact,safe,synthetic_known_good
https://www.rbi.org.in/info/portal,safe,synthetic_known_good
https://uidai-netbanking.fit/secure/account,phishing,synthetic_pattern
https://onlinesbi.sbi/about,safe,synthetic_known_good
https://secure.hdfc-online.tk/verify?id=8823&token=a91k2,phishing,synthetic_pattern
https://indiapost.gov.in/services,safe,synthetic_known_good
https://www.icicibank.com/public/citizen/forms,safe,synthetic_known_good
https://update-phonepe-kyc.ml/claim-reward,phishing,synthetic_pattern
https://icicibank.com/help/contact,safe,synthetic_known_good
http://netflx.cc/wallet/refund?amt=4999,phishing,synthetic_typosquat
https://python.org/help/contact,safe,synthetic_known_good
https://www.cybercrime.gov.in/downloads/portal/portal/citizen,safe,synthetic_known_good
https://amazon.account-verify.loan/wallet/refund?amt=4999,phishing,synthetic_pattern
http://airtel.account-verify.tk/otp-verify,phishing,synthetic_pattern
https://icicibnk.com/update-card-details,phishing,synthetic_typosquat
https://uidai.gov.in/account/summary,safe,synthetic_known_good
https://www.axisbank.com/downloads/en,safe,synthetic_known_good
https://irctc-secure-login.top/signin?next=%2Faccount,phishing,synthetic_pattern
http://netflix-rewards.cyou/signin?next=%2Faccount,phishing,synthetic_pattern
https://icici-refund-claim.rest/update-card-details,phishing,synthetic_pattern
https://www.uidai.gov.in/en/home,safe,synthetic_known_good
https://hdfc-secure-login.work/otp-verify,phishing,synthetic_pattern
https://www.moodle.org/citizen/services,safe,synthetic_known_good
https://amazon.in/,safe,synthetic_known_good
https://cutt.ly/6u4cm,phishing,synthetic_shortener
https://axisbank.com/services,safe,synthetic_known_good
https://www.moodle.org/login,safe,synthetic_known_good
https://bhim.secure.in.buzz-serv.work/kyc/update,phishing,synthetic_deep_subdomain
https://indiapost.gov.in/,safe,synthetic_known_good
https://update-hdfc-kyc.icu/secure/account,phishing,synthetic_pattern
https://tinyurl.com/gph0t6,phishing,synthetic_shortener
https://gpay-rewards.sbs/verify?id=8823&token=a91k2,phishing,synthetic_pattern
https://www.cert-in.org.in/,safe,synthetic_known_good
https://flipkart-rewards.ml/kyc/update,phishing,synthetic_pattern
https://rbi.org.in/,safe,synthetic_known_good
http://www.paytm.com/search?q=cyber+safety,safe,synthetic_known_good
http://axissupport.sbs/secure/account,phishing,synthetic_pattern
https://www.uidai.gov.in/about,safe,synthetic_known_good
https://axisbank.com/faq,safe,synthetic_known_good
https://www.wikipedia.org/en/portal/forms,safe,synthetic_known_good
https://xn--hdfc-9ua.fit/login,phishing,synthetic_punycode
http://www.indiapost.gov.in/search?q=cyber+safety,safe,synthetic_known_good
https://bhim-secure-login.win/login.php,phishing,synthetic_pattern
https://hdfcbnk.net/otp-verify,phishing,synthetic_typosquat
https://www.tn.gov.in/public/portal/info,safe,synthetic_known_good
https://www.incometax.gov.in/help/contact,safe,synthetic_known_good
https://epfo.com@xyz-login.win/verify,phishing,synthetic_at_trick
https://cybercrime.gov.in/en/home,safe,synthetic_known_good
https://xn--sbi-9ua.click/login,phishing,synthetic_punycode
https://irctc-refund-claim.rest/kyc/update,phishing,synthetic_pattern
http://bit.ly/zfsiq8m,phishing,synthetic_shortener
https://www-phonepe.buzz/claim-reward,phishing,synthetic_pattern
https://airtel-netbanking.ml/update-card-details,phishing,synthetic_pattern
http://sbi-rewards.sbs/signin?next=%2Faccount,phishing,synthetic_pattern
https://t.ly/baowmy7,phishing,synthetic_shortener
https://www.amazon.in/citizen/public/downloads,safe,synthetic_known_good
https://onlinesbi.sbi/account/summary,safe,synthetic_known_good
https://bit.ly/3xvu1o3,phishing,synthetic_shortener
http://tn.gov.in/,safe,synthetic_known_good
https://www.amazon.in/citizen/downloads,safe,synthetic_known_good
https://www.wikipedia.org/help/contact,safe,synthetic_known_good
https://rb.gy/8isg1j,phishing,synthetic_shortener
https://gov.in/about,safe,synthetic_known_good
https://www.cert-in.org.in/citizen/citizen/downloads/public,safe,synthetic_known_good
https://hdfc.secure.in.win-serv.top/claim-reward,phishing,synthetic_deep_subdomain
https://login-amazon-in.icu/signin?next=%2Faccount,phishing,synthetic_pattern
https://github.com/about,safe,synthetic_known_good
https://www.phonepe.com/en/public/downloads/downloads,safe,synthetic_known_good
http://jio.login.com.buzz-serv.top/wallet/refund?amt=4999,phishing,synthetic_deep_subdomain
https://icicibnk.com/netbanking/login.jsp,phishing,synthetic_typosquat
https://t.ly/gg0vuc7,phishing,synthetic_shortener
https://irctc-rewards.cyou/kyc/update,phishing,synthetic_pattern
http://sbisupport.win/secure/account,phishing,synthetic_pattern
https://www.icicibank.com/public/forms/en,safe,synthetic_known_good
http://netflix-refund-claim.ml/update-card-details,phishing,synthetic_pattern
https://indiapost.gov.in/about,safe,synthetic_known_good
http://www.passportindia.gov.in,safe,synthetic_known_good
https://update-sbi-kyc.xyz/kyc/update,phishing,synthetic_pattern
https://npci.org.in/faq,safe,synthetic_known_good
https://icici.account.com.win-serv.xyz/signin?next=%2Faccount,phishing,synthetic_deep_subdomain
https://digilocker.gov.in/services,safe,synthetic_known_good
https://www.indiapost.gov.in/portal/info/info/citizen,safe,synthetic_known_good
http://axisbank.com/help/contact,safe,synthetic_known_good
https://phonepey.com/kyc/update,phishing,synthetic_typosquat
http://rb.gy/nnaieusm,phishing,synthetic_shortener
https://axis.com@click-login.cf/verify,phishing,synthetic_at_trick
https://epfindia.gov.in/en/home,safe,synthetic_known_good
https://www.onlinesbi.sbi,safe,synthetic_known_good
https://www.google.com/downloads/services/en,safe,synthetic_known_good
https://axis-refund-claim.cyou/netbanking/login.jsp,phishing,synthetic_pattern
https://sbi.verify.in.loan-serv.tk/update-card-details,phishing,synthetic_deep_subdomain
https://www.nptel.ac.in/help/contact,safe,synthetic_known_good
https://uidai.gov.in/login,safe,synthetic_known_good
http://30.200.186.246:8080/login.php,phishing,synthetic_ip_host
https://www.wikipedia.org/downloads/public/citizen/citizen,safe,synthetic_known_good
https://www.sancharsaathi.gov.in/search?q=cyber+safety,safe,synthetic_known_good
https://www.epfindia.gov.in/portal/services/en/downloads,safe,synthetic_known_good
https://login-axis-in.buzz/wallet/refund?amt=4999,phishing,synthetic_pattern
http://51.158.61.130:8080/login.php,phishing,synthetic_ip_host
https://hdfcbank.com/search?q=cyber+safety,safe,synthetic_known_good
https://www.passportindia.gov.in/about,safe,synthetic_known_good
https://annauniv.edu/help/contact,safe,synthetic_known_good
https://github.com/docs/guide,safe,synthetic_known_good
https://www.wikipedia.org/faq,safe,synthetic_known_good
http://14.69.190.254:4433/signin?next=%2Faccount,phishing,synthetic_ip_host
https://surl.li/qf9m5h3,phishing,synthetic_shortener
https://www.nic.in/citizen/citizen,safe,synthetic_known_good
https://rb.gy/jk8yh,phishing,synthetic_shortener
http://www-amazon.fit/verify?id=8823&token=a91k2,phishing,synthetic_pattern
https://jiosupport.xyz/update-card-details,phishing,synthetic_pattern
https://netflix.account-verify.click/verify?id=8823&token=a91k2,phishing,synthetic_pattern
https://bhim.login.in.loan-serv.cf/verify?id=8823&token=a91k2,phishing,synthetic_deep_subdomain
http://68.174.116.186:8000/update-card-details,phishing,synthetic_ip_host
https://www.python.org/login,safe,synthetic_known_good
https://digilocker.gov.in/docs/guide,safe,synthetic_known_good
https://bhim-refund-claim.ga/netbanking/login.jsp,phishing,synthetic_pattern
http://uidai.account-verify.win/verify?id=8823&token=a91k2,phishing,synthetic_pattern
